timestamp,open,high,low,close,volume
2026-03-01 23:00:00+00:00,71.86000061035156,73.0,71.04000091552734,72.52999877929688,25287
2026-03-01 23:30:00+00:00,72.52999877929688,72.91000366210938,71.8499984741211,71.97000122070312,28681
2026-03-02 00:00:00+00:00,71.98999786376953,72.12999725341797,71.55999755859375,71.72000122070312,14998
2026-03-02 00:30:00+00:00,71.72000122070312,72.11000061035156,71.55999755859375,71.79000091552734,15142
2026-03-02 01:00:00+00:00,71.79000091552734,71.83000183105469,69.19999694824219,69.54000091552734,23150
2026-03-02 01:30:00+00:00,69.52999877929688,70.30000305175781,69.31999969482422,69.7300033569336,21586
2026-03-02 02:00:00+00:00,69.72000122070312,70.30000305175781,69.44000244140625,69.86000061035156,9166
2026-03-02 02:30:00+00:00,69.8499984741211,70.23999786376953,69.5999984741211,70.0,7973
2026-03-02 03:00:00+00:00,69.98999786376953,70.48999786376953,69.91999816894531,70.37999725341797,6524
2026-03-02 03:30:00+00:00,70.4000015258789,71.11000061035156,70.37000274658203,70.70999908447266,7090
2026-03-02 04:00:00+00:00,70.69999694824219,71.2300033569336,70.47000122070312,70.87999725341797,5500
2026-03-02 04:30:00+00:00,70.88999938964844,71.3499984741211,70.62999725341797,71.30999755859375,4529
2026-03-02 05:00:00+00:00,71.19000244140625,71.44000244140625,70.91999816894531,71.26000213623047,4994
2026-03-02 05:30:00+00:00,71.25,71.58000183105469,70.94999694824219,71.58000183105469,5402
2026-03-02 06:00:00+00:00,71.56999969482422,72.04000091552734,71.55999755859375,71.87999725341797,9001
2026-03-02 06:30:00+00:00,71.86000061035156,72.33999633789062,71.61000061035156,71.9800033569336,9600
2026-03-02 07:00:00+00:00,71.98999786376953,73.1500015258789,71.95999908447266,72.62999725341797,28580
2026-03-02 07:30:00+00:00,72.62999725341797,73.33000183105469,72.41999816894531,73.23999786376953,16384
2026-03-02 08:00:00+00:00,73.2300033569336,73.37000274658203,72.75,72.98999786376953,19914
2026-03-02 08:30:00+00:00,72.98999786376953,73.25,72.08000183105469,72.55000305175781,19193
2026-03-02 09:00:00+00:00,72.52999877929688,72.54000091552734,71.80000305175781,71.88999938964844,16991
2026-03-02 09:30:00+00:00,71.9000015258789,72.4800033569336,71.75,72.41999816894531,11825
2026-03-02 10:00:00+00:00,72.43000030517578,72.44999694824219,71.27999877929688,72.02999877929688,17744
2026-03-02 10:30:00+00:00,72.0199966430664,72.12000274658203,71.66000366210938,72.01000213623047,9274
2026-03-02 11:00:00+00:00,72.0199966430664,72.3499984741211,71.72000122070312,71.80000305175781,10256
2026-03-02 11:30:00+00:00,71.80000305175781,72.0,71.12000274658203,71.94999694824219,10994
2026-03-02 12:00:00+00:00,71.94000244140625,72.8499984741211,71.91999816894531,72.7699966430664,14975
2026-03-02 12:30:00+00:00,72.7699966430664,72.91999816894531,72.37000274658203,72.5999984741211,12682
2026-03-02 13:00:00+00:00,72.61000061035156,72.61000061035156,71.72000122070312,72.31999969482422,24231
2026-03-02 13:30:00+00:00,72.33000183105469,72.56999969482422,71.9800033569336,72.29000091552734,15399
2026-03-02 14:00:00+00:00,72.29000091552734,72.44000244140625,71.8499984741211,71.91000366210938,29018
2026-03-02 14:30:00+00:00,71.91999816894531,72.08999633789062,70.76000213623047,71.05000305175781,33998
2026-03-02 15:00:00+00:00,71.05000305175781,71.72000122070312,70.91999816894531,71.66999816894531,27537
2026-03-02 15:30:00+00:00,71.66000366210938,71.80999755859375,71.19000244140625,71.25,16732
2026-03-02 16:00:00+00:00,71.25,71.36000061035156,70.54000091552734,71.0999984741211,30723
2026-03-02 16:30:00+00:00,71.11000061035156,71.3499984741211,70.08999633789062,70.87999725341797,39753
2026-03-02 17:00:00+00:00,70.87999725341797,70.88999938964844,70.16000366210938,70.44999694824219,18746
2026-03-02 17:30:00+00:00,70.44000244140625,70.95999908447266,70.38999938964844,70.61000061035156,12760
2026-03-02 18:00:00+00:00,70.5999984741211,70.97000122070312,70.31999969482422,70.88999938964844,12593
