repo,issue_number,created_at,closed_at,duration_days,labels,comments,event
pallets/flask,5625,2024-10-31 20:19:45+00:00,2024-11-01 20:21:37+00:00,1,[],0,1
pallets/flask,5621,2024-10-25 13:50:09+00:00,2024-11-08 16:16:05+00:00,14,[],3,1
pallets/flask,5605,2024-09-17 09:17:38+00:00,2024-09-17 14:01:20+00:00,0,[],0,1
pallets/flask,5598,2024-08-31 06:26:15+00:00,2024-09-01 19:11:29+00:00,1,[],1,1
pallets/flask,5557,2024-08-21 23:08:00+00:00,2024-08-22 00:09:57+00:00,0,[],3,1
pallets/flask,5556,2024-08-21 16:38:58+00:00,2024-11-02 01:07:02+00:00,72,['docs'],7,1
pallets/flask,5554,2024-08-20 10:32:55+00:00,2024-08-20 14:23:33+00:00,0,[],2,1
pallets/flask,5553,2024-08-15 06:31:40+00:00,2024-11-12 18:13:40+00:00,89,[],12,1
pallets/flask,5549,2024-08-07 00:56:36+00:00,2024-10-24 21:55:10+00:00,78,[],1,1
pallets/flask,5547,2024-08-07 00:02:58+00:00,2024-08-07 00:30:20+00:00,0,[],0,1
pallets/flask,5545,2024-08-06 23:17:47+00:00,2024-08-07 00:30:10+00:00,0,[],0,1
pallets/flask,5543,2024-08-06 22:52:48+00:00,2024-08-07 00:29:26+00:00,0,[],3,1
pallets/flask,5537,2024-07-31 04:29:38+00:00,2024-10-24 21:55:35+00:00,85,[],1,1
pallets/flask,5530,2024-07-18 07:33:00+00:00,2024-07-18 07:45:48+00:00,0,[],1,1
pallets/flask,5527,2024-07-12 16:07:14+00:00,2024-07-14 18:17:04+00:00,2,[],1,1
pallets/flask,5523,2024-07-09 21:45:29+00:00,2024-07-09 22:04:33+00:00,0,[],1,1
pallets/flask,5521,2024-07-08 19:10:37+00:00,2024-07-08 19:29:59+00:00,0,[],1,1
pallets/flask,5519,2024-07-07 00:27:03+00:00,2024-07-07 01:19:13+00:00,0,[],1,1
pallets/flask,5513,2024-07-01 12:41:52+00:00,2024-07-01 15:51:19+00:00,0,[],0,1
pallets/flask,5512,2024-06-28 15:32:58+00:00,2024-06-28 16:32:22+00:00,0,[],4,1
pallets/flask,5508,2024-06-25 01:27:43+00:00,2024-06-25 04:45:17+00:00,0,[],0,1
