repo,issue_number,created_at,closed_at,duration_days,labels,comments,event
pytest-dev/pytest,13829,2025-10-19 21:24:11+00:00,2025-10-22 12:29:45+00:00,2,"['type: enhancement', 'type: proposal', 'topic: config']",2,1
pytest-dev/pytest,13823,2025-10-18 07:17:26+00:00,2025-10-26 07:13:00+00:00,7,['type: proposal'],14,1
pytest-dev/pytest,13816,2025-10-15 12:36:55+00:00,2025-11-01 21:00:36+00:00,17,[],1,1
pytest-dev/pytest,13807,2025-10-13 05:45:15+00:00,2025-10-13 20:01:45+00:00,0,"['type: proposal', 'type: backward compatibility', 'type: deprecation', 'plugin: monkeypatch']",0,1
pytest-dev/pytest,13799,2025-10-08 07:05:30+00:00,2025-10-30 02:13:05+00:00,21,"['status: needs information', 'stale']",4,1
pytest-dev/pytest,13782,2025-10-03 01:27:59+00:00,2025-10-03 05:22:03+00:00,0,[],1,1
pytest-dev/pytest,13779,2025-10-02 08:07:14+00:00,2025-10-03 01:10:42+00:00,0,['type: backward compatibility'],0,1
pytest-dev/pytest,13773,2025-10-01 08:41:51+00:00,2025-10-03 00:40:27+00:00,1,"['type: bug', 'topic: fixtures']",0,1
pytest-dev/pytest,13771,2025-10-01 00:19:50+00:00,2025-10-07 11:49:39+00:00,6,[],0,1
pytest-dev/pytest,13770,2025-10-01 00:08:59+00:00,2025-11-03 08:41:39+00:00,33,"['platform: windows', 'type: selftests']",3,1
pytest-dev/pytest,13769,2025-09-30 22:46:07+00:00,2025-11-19 11:38:43+00:00,49,"['type: proposal', 'topic: config']",3,1
pytest-dev/pytest,13766,2025-09-29 21:21:11+00:00,2025-10-01 08:01:14+00:00,1,[],5,1
pytest-dev/pytest,13751,2025-09-25 11:38:10+00:00,2025-10-16 09:03:32+00:00,20,[],3,1
pytest-dev/pytest,13743,2025-09-21 19:21:30+00:00,2025-10-27 16:07:39+00:00,35,[],7,1
pytest-dev/pytest,13739,2025-09-20 14:15:49+00:00,2025-09-24 06:44:31+00:00,3,[],2,1
pytest-dev/pytest,13737,2025-09-18 21:28:19+00:00,2025-10-19 13:40:17+00:00,30,"['topic: parametrize', 'topic: config']",3,1
pytest-dev/pytest,13734,2025-09-16 13:44:13+00:00,2025-12-12 15:15:46+00:00,87,"['type: bug', 'topic: tracebacks']",2,1
pytest-dev/pytest,13731,2025-09-15 06:22:10+00:00,2025-12-28 19:43:42+00:00,104,['type: docs'],2,1
pytest-dev/pytest,13722,2025-09-12 21:04:47+00:00,2025-09-16 12:10:40+00:00,3,"['type: bug', 'topic: reporting', 'topic: approx']",1,1
pytest-dev/pytest,13719,2025-09-11 20:07:26+00:00,2025-11-08 18:13:42+00:00,57,[],3,1
pytest-dev/pytest,13716,2025-09-10 20:49:10+00:00,2025-09-11 16:18:31+00:00,0,['type: bug'],0,1
pytest-dev/pytest,13713,2025-09-08 16:51:25+00:00,2025-11-03 16:59:06+00:00,56,"['topic: reporting', 'plugin: capture']",5,1
pytest-dev/pytest,13700,2025-09-05 18:20:31+00:00,2025-09-08 11:15:32+00:00,2,['plugin: junitxml'],2,1
pytest-dev/pytest,13699,2025-09-05 08:57:40+00:00,2026-01-18 14:32:12+00:00,135,"['good first issue', 'type: selftests']",16,1
pytest-dev/pytest,13681,2025-08-27 20:44:28+00:00,2025-09-08 11:16:16+00:00,11,['plugin: junitxml'],5,1
pytest-dev/pytest,13678,2025-08-27 14:14:56+00:00,2025-10-06 13:36:18+00:00,39,['type: enhancement'],0,1
pytest-dev/pytest,13677,2025-08-27 04:30:16+00:00,2025-08-27 06:05:51+00:00,0,[],1,1
pytest-dev/pytest,13667,2025-08-22 05:11:35+00:00,2025-08-22 17:19:49+00:00,0,[],8,1
pytest-dev/pytest,13666,2025-08-21 14:29:56+00:00,2025-08-22 10:45:31+00:00,0,[],6,1
pytest-dev/pytest,13664,2025-08-20 10:00:39+00:00,2025-08-20 10:34:24+00:00,0,[],10,1
pytest-dev/pytest,13663,2025-08-19 21:27:30+00:00,2025-11-24 14:33:22+00:00,96,"['type: enhancement', 'type: feature-branch']",4,1
pytest-dev/pytest,13662,2025-08-19 09:29:54+00:00,2025-10-06 16:59:28+00:00,48,['type: docs'],3,1
pytest-dev/pytest,13658,2025-08-18 05:53:32+00:00,2025-08-19 09:15:23+00:00,1,[],5,1
pytest-dev/pytest,13655,2025-08-17 17:05:05+00:00,2025-08-17 20:21:40+00:00,0,[],1,1
pytest-dev/pytest,13651,2025-08-14 13:44:53+00:00,2025-08-14 13:51:11+00:00,0,[],1,1
pytest-dev/pytest,13649,2025-08-13 15:09:38+00:00,2025-08-13 18:06:55+00:00,0,[],1,1
pytest-dev/pytest,13638,2025-08-07 22:32:15+00:00,2025-08-27 10:19:41+00:00,19,"['status: help wanted', 'good first issue']",0,1
pytest-dev/pytest,13637,2025-08-07 07:15:12+00:00,2025-08-12 10:59:53+00:00,5,[],4,1
pytest-dev/pytest,13636,2025-08-07 02:00:04+00:00,2025-09-03 15:15:59+00:00,27,"['status: needs information', 'stale']",7,1
pytest-dev/pytest,13634,2025-08-05 16:14:21+00:00,2025-12-29 11:16:11+00:00,145,['type: bug'],12,1
pytest-dev/pytest,13632,2025-08-04 08:53:01+00:00,2025-09-07 16:40:18+00:00,34,['type: proposal'],2,1
pytest-dev/pytest,13628,2025-07-30 16:07:08+00:00,2025-07-31 11:12:08+00:00,0,[],2,1
pytest-dev/pytest,13625,2025-07-29 05:30:01+00:00,2025-08-22 10:34:35+00:00,24,"['type: docs', 'good first issue']",3,1
pytest-dev/pytest,13615,2025-07-23 12:28:18+00:00,2025-07-23 15:11:20+00:00,0,"['type: bug', 'type: infrastructure', 'topic: rewrite']",2,1
pytest-dev/pytest,13613,2025-07-22 21:30:29+00:00,2025-07-26 14:16:17+00:00,3,[],2,1
pytest-dev/pytest,13607,2025-07-18 22:34:51+00:00,2025-10-07 19:08:37+00:00,80,"['topic: reporting', 'topic: config']",2,1
pytest-dev/pytest,13602,2025-07-16 14:46:07+00:00,2025-07-16 18:14:55+00:00,0,[],3,1
pytest-dev/pytest,13599,2025-07-15 13:52:14+00:00,2025-07-15 15:27:57+00:00,0,[],2,1
pytest-dev/pytest,13585,2025-07-04 07:21:57+00:00,2025-07-04 07:35:12+00:00,0,['status: needs information'],1,1
pytest-dev/pytest,13582,2025-07-02 22:40:46+00:00,2025-07-03 04:39:14+00:00,0,[],0,1
